qid	pid	score,pid	query	score
963048	5967203	10.533703804016113,
1032285	5169533	10.514715194702148,
1057125	2918550	10.554537773132324,
597094	867409	10.36677360534668,
1159228	690465	10.610795974731445,
1042451	4718112	10.680319786071777,
651859	6183902	11.130558013916016,
887373	3368797	10.752909660339355,
497258	1259705	10.511028289794922,
946776	3480666	10.6934814453125,
956906	6101696	10.49466323852539,
1032009	4017270	10.622475624084473,
867372	5971805	11.100427627563477,
337732	2430594	10.400382041931152,
978829	5121205	9.780391693115234,
1048219	3486276	10.473040580749512,
753727	4600683	10.494209289550781,
1055953	5355076	10.262441635131836,
561750	471540	10.806489944458008,
2276	6074085	10.392866134643555,
461628	1700897	10.419240951538086,
1161242	493386	10.160968780517578,
618821	717469	11.014007568359375,
979732	3437430	9.859349250793457,
394194	5771415	10.398319244384766,
1038101	4652493	10.471904754638672,
1029761	2898883	10.343999862670898,
1170773	3233525	10.043079376220703,
541275	257341	10.444694519042969,
657693	7330074	10.65721607208252,
1036576	3293914	10.357022285461426,
938623	3058374	10.567147254943848,
940364	5139698	9.826356887817383,
578291	2124870	11.149718284606934,
722402	254741	10.858953475952148,
539764	5904790	10.796819686889648,
825138	419778	10.581162452697754,
1053758	4101208	10.446465492248535,
880349	2488929	10.235727310180664,
1046570	5161913	10.647324562072754,
881931	2394831	10.498769760131836,
959165	1558902	10.4851713180542,
199167	2906911	10.527131080627441,
836689	3325476	11.111430168151855,
672966	4960185	11.201688766479492,
1038513	3740036	10.74827766418457,
1167217	6647073	10.120826721191406,
10896	2728872	10.5736722946167,
1036778	2520653	10.823833465576172,
145169	3624235	10.289872169494629,
831731	2735356	10.646449089050293,
788578	2723633	10.399194717407227,
1039254	2813820	10.623723983764648,
1154699	1137017	10.849956512451172,
525085	2802628	10.430489540100098,
403829	1638639	10.448485374450684,
923235	2754610	10.83747386932373,
1030026	6215309	10.226661682128906,
279391	6563244	10.395073890686035,
448316	1579425	10.993643760681152,
879415	2453680	11.227712631225586,
786123	3699191	10.16453742980957,
522258	7027536	10.753777503967285,
619025	1652050	10.195116996765137,
1038754	4493019	9.684516906738281,
562078	6977744	10.371824264526367,
215323	1102168	10.38943862915039,
8100	3161245	11.126666069030762,
410855	570124	10.466168403625488,
1037780	2474624	10.978775024414062,
539909	1754964	10.353805541992188,
925025	3427728	10.370628356933594,
337009	6432548	9.879186630249023,
1034407	3057619	10.130572319030762,
1159041	710756	10.26654052734375,
997280	600320	10.569818496704102,
1035729	2948865	10.29980754852295,
539982	2413067	10.526792526245117,
1048490	5979459	10.982159614562988,
1046492	4981849	10.645992279052734,
334910	2271040	10.90324592590332,
433298	284527	10.100179672241211,
605248	997778	10.67776107788086,
885512	2324334	10.647544860839844,
232708	5574738	10.439352035522461,
448114	1792061	10.91761302947998,
969430	4532325	10.617293357849121,
1038071	2847273	10.644933700561523,
794601	3325065	10.573321342468262,
668069	382746	10.407696723937988,
607938	348889	10.991988182067871,
427162	493734	10.602389335632324,
1053979	4131767	10.582799911499023,
897887	4962156	10.239933013916016,
985225	3052055	11.121988296508789,
213637	2935870	10.245532989501953,
1050486	2600065	10.037622451782227,
1047147	4694751	10.246589660644531,
1053489	4443535	10.379465103149414,
319900	744955	10.65681266784668,
449813	1545871	11.1410493850708,
18869	1428923	10.600672721862793,
335376	5904442	10.386293411254883,
410107	425571	10.72787857055664,
1027267	6088161	10.570709228515625,
868545	5933528	10.468308448791504,
985397	2375615	10.367156982421875,
1026152	1549947	10.008037567138672,
449773	3279478	10.833538055419922,
723187	2138486	10.723929405212402,
925283	3825463	10.668052673339844,
304216	4187868	10.765029907226562,
919218	3320161	10.543774604797363,
182079	411138	10.153217315673828,
938457	5192349	10.491862297058105,
932289	3588184	10.720731735229492,
47945	4635868	10.544645309448242,
1037251	4259552	11.09335994720459,
1035829	3335761	10.544779777526855,
578349	892353	10.812851905822754,
57899	6317913	10.878198623657227,
1037038	4652918	10.393105506896973,
333868	6711457	10.205543518066406,
1031464	2291686	10.154487609863281,
144687	809540	10.653471946716309,
969201	3988586	10.54793930053711,
1053273	5262570	10.759005546569824,
485182	6895949	10.503023147583008,
433313	288346	10.504386901855469,
670421	1186077	10.550692558288574,
1041587	2467142	11.11506462097168,
205919	5835264	10.983842849731445,
538159	5581814	10.88826847076416,
918578	4159167	11.306471824645996,
1028231	4468460	11.351341247558594,
1046817	3939041	10.395303726196289,
13392	5873608	10.195582389831543,
141126	5909931	9.795341491699219,
870099	5006489	11.01506519317627,
774939	3010030	10.79388427734375,
1031129	4228326	10.76803207397461,
918154	2449761	10.443609237670898,
142613	4799113	10.792243003845215,
100147	2036881	10.868499755859375,
500550	5911567	10.561524391174316,
28362	870716	10.576708793640137,
835371	3075340	10.881961822509766,
1047953	2622352	10.401300430297852,
942780	4734676	10.201722145080566,
1036898	5325526	10.47303581237793,
202565	4523439	10.591681480407715,
959488	2670799	10.237323760986328,
632207	3593037	10.686295509338379,
1026326	4661703	11.160467147827148,
968003	2507818	10.364653587341309,
935381	2298717	10.204320907592773,
1144720	2083119	10.340361595153809,
13411	4645986	10.661327362060547,
1154137	1190911	10.551636695861816,
771735	2381772	9.806661605834961,
1031359	3073388	10.474782943725586,
1062660	5013548	11.462835311889648,
28236	6454038	10.621506690979004,
909611	2713204	10.313751220703125,
389045	321287	10.595582962036133,
337584	700831	10.75079345703125,
1004157	4725589	10.975125312805176,
1032889	4074900	11.073322296142578,
517760	1349580	10.949920654296875,
1039323	2685285	10.596060752868652,
470085	1672524	11.037407875061035,
1054789	3984083	10.638077735900879,
696468	2164048	9.698996543884277,
1045030	3633383	10.99699878692627,
1034125	3490863	9.89393424987793,
871573	3631869	10.53782844543457,
927992	2304008	11.039346694946289,
553363	6873007	10.674352645874023,
1002769	3846373	10.355539321899414,
549262	1091199	10.573872566223145,
48107	949597	10.611767768859863,
58965	5736454	11.041753768920898,
644202	5593834	10.779529571533203,
144493	6565641	10.670435905456543,
277941	1401745	9.916609764099121,
334547	5071594	11.416206359863281,
923113	3442501	10.083756446838379,
938215	3227232	11.008957862854004,
1147922	1790537	10.799020767211914,
1045864	3853208	10.459298133850098,
879473	2624590	10.647332191467285,
334542	6458382	10.714204788208008,
894321	3614957	10.878579139709473,
618658	3677016	10.928130149841309,
432729	830612	11.204212188720703,
918834	3972017	10.591564178466797,
1035930	4072478	10.705790519714355,
1056579	3632124	10.507294654846191,
1141349	2409130	10.871091842651367,
834265	5060850	10.711431503295898,
978609	4300942	10.940225601196289,
834521	3894564	10.377668380737305,
551049	419793	10.898265838623047,
1142443	2304113	10.494556427001953,
919078	5269582	10.555595397949219,
1031764	2509323	10.89378547668457,
1138065	2726525	10.629262924194336,
936046	2625614	10.690828323364258,
523553	989116	10.322845458984375,
341310	2039683	10.791763305664062,
449795	5904734	11.11601734161377,
601004	2351196	10.093286514282227,
583154	6958374	10.56309700012207,
293904	314619	10.473933219909668,
630842	6038872	10.268878936767578,
639393	6263584	10.604632377624512,
1055473	2351540	10.673748970031738,
957750	2708409	10.920021057128906,
1039810	3513028	10.401244163513184,
927898	4917963	10.407365798950195,
894373	3629121	11.026599884033203,
862966	3479157	10.661266326904297,
1139288	2606016	11.062849044799805,
1034108	3647219	10.601341247558594,
1147923	1790428	11.025182723999023,
193014	4731332	10.760490417480469,
177252	6673998	10.225926399230957,
1040319	3658992	10.507596969604492,
643963	5892934	11.350339889526367,
1041140	2691607	10.665736198425293,
145664	2691607	10.665736198425293,
506834	4226262	11.033842086791992,
48103	1035895	10.379312515258789,
786702	5302440	11.14238166809082,
1055108	5004709	10.757418632507324,
1030748	5407612	10.51292896270752,
795668	2622854	10.712201118469238,
92220	6351143	10.614294052124023,
1054382	3010820	10.709310531616211,
618743	399322	10.39688491821289,
1055445	2820340	10.647566795349121,
274521	5557480	10.795275688171387,
317190	628213	11.130258560180664,
449729	4760107	10.642497062683105,
957431	4080197	10.83470344543457,
155694	3413630	11.334320068359375,
334683	1110261	10.678104400634766,
717982	6881266	10.279282569885254,
651817	701402	10.774650573730469,
336020	2513528	10.62120246887207,
831330	2833808	10.790778160095215,
619978	2304387	10.845529556274414,
919152	3392276	10.855363845825195,
938703	2610888	10.33029556274414,
137086	2956213	10.446985244750977,
341283	573628	10.877119064331055,
1053017	3832387	10.048415184020996,
1048224	4814157	10.745800018310547,
1173973	6917991	10.825726509094238,
407823	607264	10.863648414611816,
897934	2914735	10.196560859680176,
1034391	5197841	10.367876052856445,
145580	4156186	10.484861373901367,
1029848	6230533	11.38603687286377,
322375	775587	11.176811218261719,
1053726	4660878	10.856130599975586,
1039072	4417048	11.365947723388672,
99960	4631012	10.571366310119629,
735817	1010937	11.092484474182129,
334700	2866446	10.694223403930664,
762376	5948324	10.963888168334961,
722423	1808821	11.302286148071289,
541275	257347	10.819768905639648,
1030632	5988915	10.131715774536133,
974619	5104474	10.743708610534668,
918077	5033994	10.132530212402344,
336809	5338901	10.697214126586914,
28362	870718	10.815279006958008,
1056812	5258351	10.953349113464355,
969177	5319420	11.035388946533203,
1026416	3716060	10.873946189880371,
422477	4192206	10.482109069824219,
722319	549933	10.791243553161621,
773939	2791248	10.529218673706055,
479881	1616175	10.577138900756836,
416456	1262633	10.760866165161133,
1042296	2460165	10.850140571594238,
769597	5951900	10.974973678588867,
533138	6779080	11.410167694091797,
1047707	3205455	10.572185516357422,
100155	6623734	10.721782684326172,
650900	6032300	11.053518295288086,
985021	3130302	10.21215534210205,
1002175	4547172	10.352002143859863,
337394	3625124	10.007156372070312,
1056311	6141538	11.07868766784668,
1023706	5376714	10.766215324401855,
958637	3048885	10.972356796264648,
236575	5468412	10.286011695861816,
143572	6561178	10.252161979675293,
1070396	3746494	10.915346145629883,
861974	5320219	9.998270034790039,
693023	1548455	11.16435718536377,
1002143	3814051	10.897894859313965,
768640	3734000	11.113824844360352,
335014	647508	10.516860961914062,
594525	2672316	10.730155944824219,
869858	2270763	10.545193672180176,
433566	1090642	10.580424308776855,
143389	4112878	10.50381088256836,
658239	8133478	11.253093719482422,
959080	3151341	11.399421691894531,
1003270	5001811	10.84560775756836,
1037666	4545488	9.848725318908691,
926678	2655206	10.596816062927246,
903619	3198707	10.7173490524292,
835397	3496207	11.31867504119873,
432594	2866027	11.164816856384277,
194453	6320589	10.821917533874512,
1161062	512739	10.345575332641602,
1002972	3659892	10.756673812866211,
1054079	2063210	10.756628036499023,
182198	6440706	10.42584228515625,
883787	6133705	11.103471755981445,
1027320	3509598	10.846051216125488,
426944	3889057	10.567450523376465,
1054585	3637914	10.938332557678223,
900577	3026593	11.124327659606934,
919045	3406356	11.124619483947754,
917840	3457237	10.693466186523438,
1055095	2501859	10.710227966308594,
144274	860988	10.815594673156738,
1055107	4594198	10.861873626708984,
951482	4594198	10.861873626708984,
1034840	2882573	10.487377166748047,
431297	5896575	11.405441284179688,
974655	2567465	11.130074501037598,
437820	2655216	10.48991870880127,
943081	4131643	10.742988586425781,
517278	407048	10.529942512512207,
981808	4639049	10.438508033752441,
946488	5333111	10.446624755859375,
1047091	3347637	10.966573715209961,
1075188	3982974	11.091573715209961,
447920	5926814	10.76618766784668,
985449	2540382	10.967536926269531,
335891	2551375	10.928391456604004,
10894	182713	11.241273880004883,
671444	6290612	11.134032249450684,
287957	3288011	10.723686218261719,
658266	955701	10.905899047851562,
636300	576103	11.003756523132324,
1045710	3799691	10.807628631591797,
939729	4633566	11.136818885803223,
824513	5263521	10.743585586547852,
773192	2988805	10.635201454162598,
126156	3367050	10.635201454162598,
515984	1437042	11.36909294128418,
212945	8408490	10.732858657836914,
956560	2919299	11.078953742980957,
523263	4312375	10.514633178710938,
1054607	3353644	11.072408676147461,
940578	2825849	11.32476806640625,
1054893	2745638	11.282876968383789,
759356	6994659	11.453667640686035,
881690	4831422	10.548620223999023,
511210	6703239	10.350439071655273,
213848	2194735	10.82784652709961,
940384	2640277	10.611067771911621,
985397	2375616	10.101377487182617,
311	2275244	10.138830184936523,
926091	4895559	9.793476104736328,
623651	6919295	10.768877983093262,
662203	3862247	10.608508110046387,
1184752	1527047	10.893350601196289,
474067	3449757	10.891889572143555,
838084	2383396	10.480167388916016,
213055	4740040	10.422075271606445,
1138185	2715721	10.225831031799316,
833708	3786082	10.745410919189453,
620532	740287	10.531050682067871,
973809	4810465	10.068235397338867,
430050	1593958	10.423988342285156,
984882	5008630	10.875208854675293,
1026607	4239856	10.473670959472656,
1042727	3133524	11.35085391998291,
991163	4472578	10.590415000915527,
1040660	3510950	10.180469512939453,
926335	31482	10.876445770263672,
957066	4945559	10.957544326782227,
1033566	5960524	10.96407699584961,
1139047	2630997	10.219268798828125,
1041266	4911608	10.429730415344238,
1047899	2653386	10.627373695373535,
1039503	3631999	10.47400188446045,
977224	5307883	10.88123893737793,
1002617	2796682	10.362890243530273,
198697	5656028	11.156970977783203,
408607	288931	11.47707748413086,
969616	3598587	10.842306137084961,
430153	914733	10.689359664916992,
1043074	2496565	10.492987632751465,
317242	6317259	10.399799346923828,
919299	5081305	10.22463607788086,
539483	1111893	10.843111991882324,
941853	2880818	10.705585479736328,
264149	3286013	11.125129699707031,
404185	212684	10.670853614807129,
917845	5266608	10.775666236877441,
501331	3560383	10.85330867767334,
279339	2557211	10.490471839904785,
1070266	3085674	11.07957935333252,
1046960	2375523	10.540414810180664,
448457	3578456	11.296667098999023,
620571	1394437	9.890225410461426,
186370	667607	11.072554588317871,
1056472	3792346	10.850900650024414,
1026473	3425471	11.474451065063477,
880636	4176860	10.595999717712402,
273076	6571695	11.20965576171875,
778616	3232697	10.635934829711914,
278871	7956016	10.910862922668457,
894288	3811467	9.970430374145508,
558050	670776	10.566377639770508,
590848	6487223	10.302979469299316,
187458	4242423	10.085107803344727,
84258	4874341	10.755813598632812,
969241	3995652	11.665679931640625,
1030361	2962832	10.508865356445312,
584831	6804050	10.501952171325684,
1056156	4981007	10.790103912353516,
83193	4742365	10.7640962600708,
795551	3619035	10.199209213256836,
287458	4293933	10.342658042907715,
939944	4330622	10.76862907409668,
1002719	3087280	11.172481536865234,
336675	4302437	10.377762794494629,
434771	727314	9.975690841674805,
1053241	4720505	10.55611801147461,
892188	4727127	10.908377647399902,
144939	6885182	10.309331893920898,
616526	7319906	10.767044067382812,
927649	3655724	10.344945907592773,
485487	6689559	10.349543571472168,
918625	2518545	10.663349151611328,
337350	4709949	10.829608917236328,
1032034	3891800	10.876032829284668,
466674	1236607	10.682121276855469,
938180	3684639	10.713539123535156,
1067812	4473669	10.505853652954102,
652081	369928	11.139383316040039,
922810	2497606	10.418301582336426,
1031485	1250786	10.937227249145508,
165231	3646769	11.28445053100586,
1039656	5949415	10.709552764892578,
1062459	2354416	10.731806755065918,
939314	5277173	10.74327278137207,
928960	43865	10.946720123291016,
16066	4708948	10.755708694458008,
399277	3419097	11.588560104370117,
1055522	3221220	10.87900447845459,
418030	1590389	10.819180488586426,
951019	4356612	10.958049774169922,
652526	1691923	10.717596054077148,
1074927	5119425	10.646566390991211,
421992	1643435	10.645240783691406,
56249	1801242	10.424795150756836,
1035014	3383616	10.452693939208984,
1057250	4888104	10.792487144470215,
923196	2728611	10.730020523071289,
450042	5559919	10.866474151611328,
542114	1633421	10.973267555236816,
340790	5956814	11.243766784667969,
1138063	2726759	10.659415245056152,
1143229	2224767	10.594900131225586,
921279	2327582	10.35866641998291,
938960	2263231	10.818193435668945,
423635	1389094	10.732770919799805,
340198	5722346	10.615602493286133,
213366	6169952	10.847821235656738,
1026024	3485215	11.161890983581543,
1036038	5316497	10.815146446228027,
1003578	4311359	10.746638298034668,
1042522	6108866	10.488547325134277,
430356	7024400	10.688714981079102,
1053498	5221412	11.268681526184082,
1054551	3906246	11.194015502929688,
959369	4717397	10.789936065673828,
1032323	4779298	10.673958778381348,
1033911	5060333	10.682428359985352,
421768	1009927	11.161595344543457,
1041423	3874185	10.73377799987793,
647546	1025741	10.824135780334473,
882541	3872320	11.06972885131836,
1171853	2126191	10.90651798248291,
618877	5444582	10.075736999511719,
870143	1037778	10.586715698242188,
410978	601441	10.916753768920898,
461560	911910	11.293787002563477,
926001	3348199	10.916464805603027,
985998	2876631	10.791248321533203,
772392	5374695	10.791248321533203,
1059521	5102469	11.032140731811523,
337433	1437631	10.540231704711914,
145847	1068955	11.05235481262207,
440259	324351	11.343242645263672,
979482	3849426	10.536252975463867,
978150	4219059	10.954293251037598,
958907	6127083	11.339323043823242,
1003305	2984591	11.297890663146973,
1002096	4033627	11.03868579864502,
927811	3964902	11.1124267578125,
1136975	2831208	10.530364036560059,
1023933	3669291	11.257076263427734,
882548	4403992	10.265759468078613,
881081	4637082	10.761957168579102,
143296	3775300	10.04284381866455,
1055362	4507947	10.922579765319824,
1037707	4025602	10.23006820678711,
887946	2672396	10.876882553100586,
213080	2459206	10.738954544067383,
958963	2802362	11.9178466796875,
871690	3291330	10.508977890014648,
919216	4847637	11.350240707397461,
62311	704194	10.539900779724121,
200914	3108655	10.374411582946777,
1046794	5959332	10.584630966186523,
1031469	3936417	10.759262084960938,
15187	5861865	10.717870712280273,
513608	6942148	10.961806297302246,
1055042	2434536	10.836971282958984,
608050	6894016	11.067169189453125,
394471	3413724	10.525941848754883,
984572	2744093	10.716039657592773,
937925	4652443	10.97221565246582,
539950	2211184	9.729212760925293,
1054629	2946337	11.180787086486816,
958353	1615373	10.553852081298828,
1055986	6137550	11.082863807678223,
1163852	204982	10.867453575134277,
757029	5889287	10.812043190002441,
26821	6803020	10.373605728149414,
1047343	5416920	10.99293327331543,
919312	2956972	10.891494750976562,
993085	2289804	10.590431213378906,
322890	5311476	10.72757339477539,
22705	6535942	10.853494644165039,
1036307	4666935	10.869823455810547,
1031876	3611315	11.221816062927246,
482863	1738862	11.569321632385254,
1042577	3451611	10.916047096252441,
1138517	2682465	10.46658706665039,
433256	1618113	11.557720184326172,
1163239	273861	10.659836769104004,
1081653	4550799	10.789883613586426,
304695	6330669	11.41948413848877,
1042763	5233891	10.54395580291748,
492766	1030873	11.22480583190918,
928279	4942762	10.628532409667969,
1184605	872336	10.495031356811523,
340940	5699778	10.781006813049316,
1038726	2359133	10.967880249023438,
939204	5441410	10.913030624389648,
968564	5975349	10.999822616577148,
792176	3962681	10.422894477844238,
937302	4387095	10.529132843017578,
625342	309691	10.664813041687012,
337648	6750060	10.332376480102539,
992616	3048782	10.6006441116333,
914834	3283601	10.39312744140625,
336995	4849102	10.325657844543457,
969712	3774119	10.371060371398926,
1027484	3326671	10.750099182128906,
419721	4745204	11.193693161010742,
448348	6940931	11.297039985656738,
461358	1530292	11.039356231689453,
174880	2108675	10.39892578125,
972752	5298650	10.95045280456543,
444978	2089313	10.442344665527344,
1030916	5307012	11.027457237243652,
279163	3026186	10.5722017288208,
1141751	2370610	9.993082046508789,
952887	2370134	10.763531684875488,
1037676	3716213	10.539775848388672,
959819	6088763	11.091012954711914,
623942	521105	10.861343383789062,
763758	4241409	10.829282760620117,
187438	2581699	11.238354682922363,
898936	2467522	11.011913299560547,
1017670	224384	10.588733673095703,
1037796	3326079	10.862706184387207,
636905	228424	10.621243476867676,
652155	6283634	11.10899543762207,
376	1049200	10.923648834228516,
29269	937503	11.005934715270996,
650640	563295	10.995859146118164,
194454	6149123	11.421195030212402,
415161	7880043	10.778412818908691,
985390	1776972	10.670793533325195,
1143036	2244210	10.868151664733887,
1140884	2455020	10.195457458496094,
913883	5408536	10.120002746582031,
448757	3252210	11.411846160888672,
212922	6601789	10.94994831085205,
973483	2554002	11.324294090270996,
1045477	4424466	10.741865158081055,
1037268	3560714	11.212165832519531,
1047204	4665390	10.908418655395508,
261653	3210033	10.76848030090332,
410956	6567472	10.452213287353516,
198280	2138572	10.760170936584473,
943592	2643044	10.63107681274414,
928899	4174949	10.52214241027832,
974591	6218405	11.385188102722168,
1032931	3131133	11.11346435546875,
956932	3801541	11.166030883789062,
1138474	2686980	10.455517768859863,
986375	5103570	10.637372016906738,
1002609	4226710	11.257726669311523,
868716	6232035	11.257874488830566,
538687	2104123	10.97015380859375,
539835	4857159	10.44760513305664,
422877	814841	10.700551986694336,
709783	1031560	11.300966262817383,
433401	2008723	11.539271354675293,
1036511	3686794	10.054595947265625,
825021	5072836	11.310956954956055,
447207	2119737	10.777076721191406,
331116	4433363	11.430021286010742,
880179	3372123	10.776900291442871,
1055319	5258428	10.284591674804688,
1002310	1409987	10.738213539123535,
1138615	2672490	10.985955238342285,
1182363	1587666	10.990862846374512,
762432	4911318	10.324273109436035,
1035798	3061133	10.139034271240234,
880790	3535517	10.59848403930664,
541209	1698299	11.025358200073242,
589878	2091360	11.04410457611084,
769962	332421	11.222311019897461,
13852	1752047	11.593421936035156,
880408	3096717	10.682170867919922,
417123	2096363	11.618202209472656,
517754	537031	11.392433166503906,
488572	1350288	10.653454780578613,
1031180	2285649	10.802558898925781,
618963	559875	11.182523727416992,
940331	4130410	10.470732688903809,
1029820	4992926	10.80329704284668,
287108	6588062	10.706612586975098,
947153	3209936	10.641717910766602,
966211	3349329	10.932562828063965,
1168342	5599373	10.474376678466797,
959235	4545310	11.023747444152832,
959196	5098675	10.25944709777832,
722098	7445662	11.262280464172363,
964201	3030612	11.154354095458984,
734333	5231894	11.090242385864258,
870469	1945297	10.959918022155762,
949736	6101178	10.683586120605469,
517242	1221447	11.141496658325195,
430548	152714	11.285100936889648,
539147	6056173	10.870389938354492,
1035903	2256615	10.619466781616211,
553676	486142	10.715161323547363,
1034992	4638963	10.715677261352539,
883584	2927029	10.73709487915039,
335889	749697	10.941658020019531,
956754	2382207	11.337827682495117,
882281	3395553	10.2701416015625,
182057	4017384	10.661105155944824,
507851	6698510	10.653501510620117,
145165	742613	10.484966278076172,
651469	7013643	10.805166244506836,
722198	5715822	10.987360000610352,
314537	5537644	11.130281448364258,
143763	4942311	11.031893730163574,
212837	6365258	10.38312816619873,
1038313	3932024	10.826982498168945,
887884	4304056	10.731558799743652,
561827	1333473	10.084540367126465,
501317	811777	10.67219352722168,
433905	179741	10.046181678771973,
275166	3500098	10.276529312133789,
337356	5049222	11.29755973815918,
435037	6823604	9.761219024658203,
796728	4797607	10.945428848266602,
480438	192394	10.93718147277832,
238064	5598619	10.982416152954102,
450531	816235	10.708141326904297,
754364	331296	10.531078338623047,
1035971	3003343	11.352424621582031,
1032352	3960857	10.53788948059082,
179976	6609098	10.834224700927734,
1037723	3976703	11.528068542480469,
692901	605361	11.76083755493164,
412056	1587846	11.071502685546875,
608917	2340588	10.502631187438965,
968982	5179973	10.539145469665527,
136587	750967	10.28799819946289,
722586	6188880	10.773687362670898,
631869	6083293	10.660625457763672,
539790	2077825	10.787832260131836,
1042268	4901422	10.593042373657227,
957808	4059242	10.884761810302734,
1141784	2368436	10.90388011932373,
186073	6528563	10.896918296813965,
921049	2443518	10.812423706054688,
444676	5269588	10.509482383728027,
1174991	7045409	10.842745780944824,
718956	1119409	11.031560897827148,
1027901	2347228	10.386446952819824,
1176320	6923958	10.756105422973633,
961892	2741407	10.979186058044434,
900694	5292201	10.676034927368164,
1037120	5949208	10.908150672912598,
475638	2852106	11.090546607971191,
1148127	1773070	10.371942520141602,
956992	2794442	10.949697494506836,
634436	1835080	11.321928977966309,
1041582	2832595	10.870563507080078,
1144266	2128653	10.586811065673828,
1144687	2086600	10.85125732421875,
336840	5112287	11.01035213470459,
144363	6091914	11.326013565063477,
824451	3360450	11.119550704956055,
336298	2484342	10.8500394821167,
1032482	4201070	11.328448295593262,
467636	7944973	10.415534019470215,
1055983	3591582	10.496024131774902,
901098	2664730	10.972955703735352,
1054630	3991005	10.695671081542969,
449744	1203731	11.049726486206055,
1176066	6946356	10.791593551635742,
1163295	267730	10.665733337402344,
2223	5994168	10.931916236877441,
1161018	517856	10.43342113494873,
960367	3763540	11.275328636169434,
1178762	5227124	10.56479263305664,
1034717	2614301	10.926340103149414,
1024047	4002580	10.968231201171875,
1170609	3402666	10.745194435119629,
387439	374764	11.337122917175293,
1053747	5243186	11.067903518676758,
213430	1789910	10.888845443725586,
1159593	656043	10.961187362670898,
1059032	3269921	10.601357460021973,
619074	6791572	11.75707721710205,
448757	3252209	11.497257232666016,
214433	5079275	10.835578918457031,
992034	4866531	10.911660194396973,
1058859	3604555	11.341507911682129,
1027481	839968	11.179754257202148,
313189	1368340	11.756330490112305,
448367	6186040	11.103582382202148,
886111	2706163	10.908346176147461,
827751	5163932	10.584646224975586,
449677	581186	11.498183250427246,
1031905	3219689	11.277185440063477,
440319	4923538	10.708362579345703,
1031915	2424512	11.053366661071777,
1003353	5031664	10.96027946472168,
1046809	3132210	10.96990966796875,
761862	2663948	11.151172637939453,
6444	1213625	10.74574089050293,
1042777	4049598	10.824590682983398,
910342	1363789	11.349921226501465,
1075105	4786746	11.04043197631836,
1044125	2383566	10.895624160766602,
1029831	2434761	10.675487518310547,
335116	7298589	11.859112739562988,
867644	4087499	10.016514778137207,
15192	6413583	11.450279235839844,
650638	1848675	11.730945587158203,
1024790	4889318	11.020118713378906,
298733	216529	10.586251258850098,
924409	3754515	11.164155960083008,
1047189	2269001	10.729448318481445,
1048540	2269001	10.729448318481445,
461297	6814597	11.514269828796387,
448461	6814597	11.514269828796387,
8410	5402198	10.17808723449707,
1053375	4778034	11.243295669555664,
1046459	5285769	11.264181137084961,
815081	5217736	11.2483491897583,
723952	7742865	10.95383071899414,
462509	1125875	11.523807525634766,
950122	2404086	11.216350555419922,
1031362	2374955	11.463756561279297,
723318	6621191	10.650593757629395,
405955	6396122	11.172958374023438,
449625	408447	11.469252586364746,
341283	573631	11.231683731079102,
1040031	2418745	11.012083053588867,
1046640	3772123	11.323646545410156,
1036213	3318084	10.88715648651123,
1034130	2631631	11.01268196105957,
924102	2361710	10.711121559143066,
1184680	8742871	10.553604125976562,
1048576	5959928	11.525227546691895,
799876	4530883	11.170234680175781,
1033340	4055897	10.963346481323242,
387527	286243	11.364330291748047,
520082	1299212	10.33824348449707,
584118	1162495	10.448848724365234,
296979	6196887	10.65980339050293,
970275	4191936	11.003355979919434,
589878	2091358	10.486743927001953,
1023864	3924558	11.109525680541992,
898623	4451083	11.085811614990234,
1039016	4258630	11.598912239074707,
273206	3460939	10.958104133605957,
903890	4217188	10.865004539489746,
1048295	2651737	11.119430541992188,
900650	4723122	10.963890075683594,
326713	3184104	10.697265625,
792179	2642821	10.760414123535156,
1081241	3460845	10.639230728149414,
212932	3633310	10.844752311706543,
1062926	2905288	11.1041259765625,
437805	191835	11.28548812866211,
1046671	4605170	11.4390287399292,
1057010	3857193	11.14866828918457,
987090	2562914	10.640713691711426,
1137236	2805422	11.325584411621094,
1031982	5421781	11.076456069946289,
867083	5294584	11.383427619934082,
1030744	5393023	11.327791213989258,
1031504	5116155	10.847674369812012,
1030140	5203873	10.876190185546875,
1172451	1522383	10.909828186035156,
178135	296063	10.692444801330566,
871400	5141066	10.713323593139648,
851794	4551335	10.603570938110352,
971746	3017397	10.391357421875,
665174	7576850	11.14831256866455,
433168	1762983	10.946104049682617,
539600	311806	10.435964584350586,
865589	5197110	11.012327194213867,
1002423	4632836	11.390863418579102,
1031940	3877069	11.253522872924805,
1050565	5939752	10.616754531860352,
1029793	2770748	10.78696060180664,
958864	3657216	10.951456069946289,
1047721	3839290	10.474984169006348,
869247	3398907	11.302444458007812,
425540	4283133	11.733831405639648,
1031899	4013419	9.88610553741455,
956956	5125703	10.855472564697266,
448784	896863	10.800763130187988,
1043126	3435241	11.308208465576172,
969639	4345221	11.396446228027344,
511348	2669434	10.44221305847168,
1138732	2661244	11.897083282470703,
334150	4590734	10.690742492675781,
457923	426647	10.730945587158203,
197750	6554219	10.941241264343262,
415131	4432739	10.760087966918945,
975321	4332816	10.87215805053711,
596288	4940966	10.896468162536621,
1071033	4314084	11.248501777648926,
1174554	1330530	11.248501777648926,
74931	1689989	10.736003875732422,
