qid,pid,score,row_number
1031826,3323953,12.3498,9096
1031024,5415852,11.7455,7897
663982,250504,12.0055,8441
958275,6094849,11.4975,7431
959839,2070442,12.3539,9102
1002480,634069,12.0079,8446
900551,2407337,12.3455,9087
687848,1442411,11.4823,7406
341185,684926,11.9669,8359
458034,755787,12.3139,9040
1004164,2390180,12.2811,8981
981095,3189405,12.1913,8789
494075,6300144,12.0359,8496
1163091,290719,12.3251,9054
618600,185740,11.472,7389
1033298,3224920,11.5264,7492
1038684,2399602,11.7243,7861
1035217,2320330,11.9979,8423
986025,4458762,12.1737,8749
431477,1145539,11.6984,7818
1002233,5049159,11.7898,7981
1070980,4539992,11.8624,8153
597018,1943442,12.0457,8519
1055526,5214558,11.682698,7779
636630,1611136,11.7766,7957
870951,2491549,11.8795,8185
419779,1658440,12.1769,8754
144444,407190,12.0666,8552
1054680,2655048,12.1711,8742
87338,1780714,11.5726,7588
651674,1657222,11.437,7307
1032956,4120250,11.4623,7363
903486,5343462,12.177999,8758
869660,6220214,11.4938,7426
865098,3099925,12.2022,8817
144422,5744675,11.8614,8151
1050565,5939752,11.3921,7232
323578,1938767,11.874,8173
1003452,6294659,11.8667,8161
503598,2410928,11.9059,8240
974597,2412703,11.9769,8376
1030560,3093606,12.3426,9082
596288,4940966,11.4,7249
948496,3176299,12.313299,9036
633569,999083,12.213,8846
1003286,4142990,12.2751,8971
539784,1994793,12.0928,8588
1138108,2722090,11.8125,8040
168774,3557982,11.9154,8260
540308,1395123,11.4205,7281
1056744,3799777,11.4715,7385
597050,2692303,11.5681,7577
625269,4147718,11.8522,8126
1032936,3360488,11.4573,7349
1030732,4307364,12.1443,8683
1071045,3708297,11.5729,7590
793437,6299817,12.2668,8954
880632,5161101,12.2096,8833
7955,2860449,12.2581,8936
1177085,6694564,11.586,7610
340850,4351543,12.0061,8443
1141748,2370933,12.2766,8973
539633,1318603,12.2299,8883
1075056,3654630,12.0734,8562
420103,962468,11.6686,7748
908360,4793062,12.301,9019
938280,2913276,11.4144,7272
1034963,2367381,12.3917,9185
965392,2979353,12.266,8948
1030555,3831568,11.7721,7946
1033881,3234992,11.6869,7786
145585,812994,11.6267,7673
1026521,4429062,11.8033,8014
433809,1278409,12.2199,8861
421602,612623,12.0897,8582
940121,3262981,12.0457,8520
1037833,2276999,11.6648,7744
937043,6308813,11.8144,8047
1029821,3538613,12.3799,9161
13611,4380463,12.2299,8884
1034515,4312413,12.0437,8512
978053,3388805,11.6215,7663
619641,1258358,12.1065,8612
1055483,2722234,11.8989,8226
226650,5968134,11.8368,8091
425541,5905532,12.2736,8967
448563,6196452,12.3337,9067
448679,359450,12.0365,8497
540075,897732,12.1497,8689
1038907,5973964,12.254199,8920
900638,5981545,11.7682,7934
1027358,6305935,11.4787,7397
422096,1831878,11.6877,7789
212948,6937214,11.88,8188
606414,6674921,11.9153,8259
1029668,3576244,11.5821,7600
1163812,209460,12.1743,8750
651190,5882914,12.0408,8507
867687,4672697,11.7143,7845
847594,3471404,12.3939,9198
182198,6440702,12.1948,8799
1024952,3256315,11.8908,8212
540552,2029381,11.874,8174
298990,673135,12.0329,8487
334328,913681,11.810798,8035
93043,4393235,11.6089,7644
1027751,3165249,12.1144,8626
880639,5152604,12.1553,8708
864254,3872953,11.7981,8006
1039016,4258630,11.3673,7202
1146396,1927819,12.1308,8655
900534,3175497,11.9661,8355
335286,6883023,11.9693,8365
1038668,5218438,11.5244,7488
71272,5496701,11.9865,8397
1024336,4573265,11.9484,8316
950274,4014681,11.6317,7682
651224,2145618,12.301,9020
836529,5266512,11.5187,7477
974965,3670780,11.8183,8059
1056524,5296763,11.3723,7212
1036506,2776858,11.8707,8168
1054605,4144343,11.8159,8054
1059813,2276155,11.7473,7901
1035823,5391164,12.1229,8640
561275,6900286,12.2187,8859
1176395,6917257,11.4096,7264
1047044,3345411,12.1658,8727
1032504,4240124,11.4054,7257
581266,3619785,11.4573,7350
664080,776492,11.8489,8122
869542,4693775,12.0138,8459
1017932,6143805,11.6766,7763
1042424,2256317,11.8062,8024
540636,1202459,11.6832,7781
831460,3863826,11.8974,8221
446901,1301153,11.5829,7601
143935,2063213,11.4661,7374
1057645,2580831,12.0829,8576
1026847,2619713,11.6518,7715
600996,4554612,12.094,8593
651174,651290,11.6329,7683
1048113,4528423,11.9763,8375
1034315,4712055,12.162,8721
787567,3042679,12.1536,8703
650647,5914182,11.7434,7894
472349,5901324,11.5851,7607
1053532,5409895,12.0469,8521
540353,919391,12.0626,8550
957996,3300523,11.4466,7323
1182919,1029062,11.5609,7563
1040929,3853019,11.7686,7935
925283,3825464,11.5492,7542
1063037,2909858,11.819699,8064
923165,5180410,11.6647,7743
1059627,3791368,11.687199,7788
517267,6688241,11.7299,7866
202819,1196275,11.7782,7961
115640,3535057,11.553699,7548
453319,2122834,12.376,9152
1052367,2599368,11.9025,8234
83732,2771117,11.5942,7621
307581,5459605,12.3089,9029
335673,4668502,12.2239,8874
448422,1157483,11.6299,7679
1059178,2266880,11.8929,8216
448390,7546595,11.9293,8284
874576,3024333,11.647699,7709
1032612,5267903,11.841699,8103
1058555,3533719,11.8103,8032
739291,2228908,11.7583,7917
968871,4701887,11.4979,7432
1143369,2210604,11.7907,7986
214164,683165,11.8191,8063
664621,60814,12.0441,8514
619754,1470357,12.0714,8558
627724,1275567,11.6764,7762
1031512,3398117,12.2384,8901
403209,1838611,12.2584,8937
1137269,2801834,12.1716,8744
658185,370550,11.8133,8042
511214,6056413,11.8082,8027
643482,2016671,11.5651,7572
1051419,2413850,12.2908,9000
938609,3666807,11.8704,8166
638812,5973352,11.5082,7451
470035,2216854,11.534,7506
926726,2462310,11.979,8383
892115,4971996,11.7818,7967
141494,6587583,11.9648,8351
1036575,2579631,11.5863,7611
1147751,1804628,12.379,9158
213257,6565521,11.705,7828
15465,1205692,11.8079,8025
448586,6059377,11.991,8406
962984,2901676,11.7876,7976
1038065,2468346,12.0588,8540
386089,1984708,12.28,8978
540858,7025369,12.3794,9160
1137282,2800568,11.9591,8341
1036930,4468494,12.1238,8642
336193,6941264,11.4473,7326
652045,6041742,11.4491,7336
897394,3284853,12.3109,9033
894247,3189940,11.994,8412
337340,4276756,11.7629,7929
877661,5393504,12.1991,8810
650351,4956172,12.3812,9163
921715,4611024,12.1985,8807
214481,7033068,11.6812,7775
524926,2171618,11.6946,7805
736876,6771674,11.7216,7853
865678,3899837,12.1545,8707
969642,3769821,12.202698,8820
540260,1577219,11.786,7972
1048530,3232029,11.9673,8360
940229,2768484,11.385,7223
744631,1257003,11.4417,7319
938556,4603330,11.571,7584
1016311,2297491,12.1643,8725
143699,1220867,11.8837,8194
1032842,2514576,12.02,8476
957544,2555430,11.9687,8363
1030884,5247220,12.3922,9187
196095,3014670,12.15,8692
957140,3816404,11.9299,8287
794170,6231279,11.408,7261
643985,1520948,11.5702,7581
975456,2516230,11.8304,8077
695243,3976471,12.3935,9196
918060,4573421,11.3688,7208
1038730,2489183,12.2557,8927
976884,3701856,12.2563,8930
851991,5107047,12.2425,8907
975497,3440501,11.6869,7787
943590,2260689,11.9947,8414
1037060,4469532,12.1392,8672
599298,1956477,11.772899,7949
651499,6189063,12.2218,8867
19327,6516383,12.1535,8700
969058,2653984,11.7778,7960
415280,5497108,11.8679,8163
1054798,2983342,11.9336,8291
123142,6351671,12.2381,8900
1081241,3460845,11.3699,7211
987090,2562914,11.3806,7215
927605,4118892,11.5472,7534
892373,2570291,11.5989,7628
894362,4276496,11.8103,8034
871390,2433500,11.5726,7589
552178,6263810,11.9884,8401
885493,2662060,12.2164,8854
599360,1628211,11.723,7857
1054050,3076168,11.9704,8369
196297,6593596,11.7113,7840
54141,6003554,12.375,9149
1034289,2350393,11.6018,7631
1037430,3748585,11.7721,7944
942755,4327090,11.821099,8067
869656,3889110,11.6948,7807
1030841,2713669,12.266799,8953
1031387,3504739,12.3377,9073
539912,777184,11.920798,8266
461444,5288428,11.6749,7760
433271,3805096,11.5179,7470
1178817,5181005,12.2313,8889
1078985,5389825,11.804,8016
581212,5882627,12.1896,8786
1036859,5195461,12.187,8781
826337,3348085,12.1057,8609
173387,726353,11.922299,8272
191554,5969642,11.9915,8408
1035114,2656016,11.8386,8094
962606,2834539,11.7708,7941
213690,5744251,11.8113,8037
974689,2422924,11.888,8206
1002280,5224399,12.1187,8633
1032724,4418868,12.1507,8696
201148,6163240,11.8391,8095
235387,2695630,11.7877,7977
898623,4451083,11.3673,7203
28107,1576497,11.7477,7904
481019,1359880,11.6818,7777
1040856,3663413,12.0488,8522
1062083,5970911,12.3615,9123
938458,4030423,11.9932,8411
913812,5311144,12.3816,9164
1033847,3965145,11.8886,8208
1137741,2756079,12.1297,8653
1041477,3690854,12.3501,9099
833543,4918467,12.152,8698
651040,872300,11.7927,7993
971692,3930677,12.1336,8665
1176438,6913042,12.0395,8503
1036286,3554815,11.6365,7689
1002415,3931310,11.4245,7289
977604,3810415,11.7465,7899
341628,3425102,12.1675,8732
1035428,3878174,12.3672,9132
869247,3398907,11.3931,7235
439333,2838276,12.178,8759
905578,3460778,12.1444,8684
1149856,1607892,11.8405,8098
1026386,5096561,12.1318,8658
1039161,4153880,12.1637,8722
1038953,2297924,11.4926,7423
708032,2116163,12.3468,9091
294561,4671187,12.2506,8915
1046754,2903292,11.8325,8082
82807,3129959,11.5905,7617
1036130,3584456,12.2924,9003
1027290,2600291,12.1724,8747
422713,6203188,12.2125,8842
1041831,5215137,11.5242,7487
968545,2680135,12.1949,8800
1032316,6119744,12.3298,9061
939272,3217603,11.620198,7661
1033160,3780941,12.0403,8506
517188,325436,11.405,7256
940576,4724012,11.4711,7382
905228,5443455,11.9433,8308
566054,1792248,11.4387,7315
617654,1945302,11.7764,7954
1053306,4651048,11.8775,8178
1055173,2779109,11.432,7298
603277,1103776,11.4119,7269
1142305,2317918,12.304599,9022
1048117,6120305,11.7852,7970
651361,5893783,11.5619,7566
1033116,4298985,11.5452,7527
1038929,2359541,11.8466,8116
461396,149388,11.7345,7879
1053244,2765562,11.8839,8196
898200,4967075,11.8535,8130
18093,5171033,11.734599,7880
1031276,6114301,11.4505,7339
1037073,3343642,12.2255,8875
9331,2936415,11.9071,8243
432727,1369472,11.5145,7464
1031712,2975745,12.2782,8975
1154297,1176429,12.384,9168
332353,5809991,11.9911,8407
1047581,2341892,12.0902,8584
664489,2082387,11.5304,7501
651245,734842,12.084,8578
1138489,2685273,12.2556,8925
1042846,3612593,12.2661,8949
1138302,2704062,12.0151,8464
213031,413961,12.1336,8664
540347,404033,12.27,8960
1022968,4488151,12.1481,8687
1029531,2403189,11.9704,8368
85042,6577038,12.2079,8830
791741,5957428,12.1791,8763
945865,5135294,11.6769,7765
869157,2931677,11.6297,7678
1017199,3485093,12.3393,9074
300112,5989541,12.2692,8958
768466,4256985,12.035399,8494
974422,3910070,11.9123,8254
872789,3515776,11.9078,8246
618799,374652,11.4634,7367
479877,6055737,11.8014,8010
500996,5493016,12.2415,8906
517305,540555,11.9311,8288
1045093,4384424,12.1245,8644
419794,315340,12.0968,8595
879573,4965798,11.8414,8101
497445,1282766,12.1427,8678
1030477,4128477,11.9121,8252
522278,1675783,11.4946,7428
1046304,3731242,11.6225,7667
1137325,2796102,12.121,8634
991251,5245457,12.0558,8530
55657,5538352,11.9609,8345
319163,2503493,12.1132,8624
334426,1489232,11.9193,8264
1046976,2703415,11.694,7801
341616,5233285,12.356,9107
1034363,4385466,12.1168,8628
619592,244254,11.5485,7539
1062942,2376302,12.3454,9085
1161324,484309,12.3933,9195
1027287,3828709,11.9045,8238
984755,2740927,12.2547,8921
1047926,3491605,11.7458,7898
795062,2830181,12.1638,8723
1039351,6093151,11.659,7733
1005243,2581966,12.1566,8712
1048801,4282945,12.2621,8943
213195,6506123,11.5649,7571
1164559,133258,12.058,8537
918624,2688468,11.8445,8112
1057822,5391334,12.3586,9112
243886,3949872,12.3405,9077
976288,4703655,11.759699,7922
470019,6200337,12.3739,9147
651502,2215837,12.1499,8691
1053322,2710964,12.2314,8890
1040576,4379258,11.6387,7694
548757,918409,12.1292,8651
1072516,2960881,12.0612,8546
733197,8223978,12.2943,9006
1042928,5106633,11.678999,7768
212990,5457095,11.428399,7295
424675,3954668,11.9705,8370
1159324,681688,12.2147,8850
320187,3887895,11.9992,8425
1142364,2312360,12.1561,8710
879500,5408332,11.9066,8242
404423,687291,12.2143,8849
233197,4009866,11.6225,7668
143825,383157,11.810095,8031
942991,5960498,11.979899,8386
1038261,5107050,12.1442,8682
880574,1571312,12.0722,8561
1034830,4406689,11.5559,7554
341313,6408294,11.4576,7351
651412,3721120,11.8427,8106
1052625,4694730,12.1871,8782
492565,139648,11.6527,7717
942722,2458114,12.2358,8895
1149350,1660580,11.4998,7437
193867,5727558,11.7857,7971
336348,5278660,11.583,7602
195526,3486631,11.8359,8090
1033236,1122028,11.464,7368
1054787,3670140,11.6787,7767
1027475,2557159,12.093999,8592
408655,6648930,11.4792,7398
540458,688152,11.817,8055
615641,6303788,11.7212,7850
887509,2896109,11.4237,7287
448400,4013744,12.291,9001
942126,2387755,11.7731,7950
834424,2772537,12.0169,8466
615955,1364485,11.3662,7199
10012,3979538,12.183,8769
5781,6058787,11.7824,7969
1048813,3767360,11.835,8087
1041969,3538261,11.6028,7635
1035608,4390285,11.6055,7639
1184113,5792850,12.2748,8970
1031964,5011065,11.8404,8097
1045710,3799693,12.1018,8601
67678,5711746,12.2514,8917
987570,4423256,12.3139,9039
1032949,2477902,11.418,7278
1039332,5962337,11.8054,8021
880841,4625710,11.5135,7460
671351,1736496,12.0668,8553
940072,4791744,12.1562,8711
926808,4731896,11.6987,7819
985270,2790135,11.7016,7824
447651,1173924,11.9469,8315
1035961,354984,11.5181,7474
754693,709705,11.9297,8285
313555,310393,12.1915,8791
205477,3812001,12.0616,8549
619189,6973326,11.747699,7903
918809,4418277,11.92,8265
1053586,4876386,12.3894,9180
1184058,6349355,12.2979,9014
641931,1616324,11.8853,8201
1042538,3494309,11.969699,8367
916150,5960591,11.5457,7529
1033334,3723823,11.8985,8224
1062802,3891466,12.0079,8445
1139160,2619174,12.0172,8468
232166,3509700,12.1704,8738
762677,3802163,11.5104,7454
1033103,4303478,11.4547,7344
903890,4217188,11.3685,7206
595702,264886,12.3299,9062
1023669,6132090,12.0419,8509
1080881,5104781,11.5546,7552
993553,5946637,11.7922,7992
740867,6357732,11.4673,7376
214544,1464118,11.4489,7335
745083,5923685,12.3927,9190
185849,134638,12.2916,9002
1034114,3070602,11.7326,7871
898883,2261588,12.1597,8718
1002706,5315838,11.8667,8162
298016,2494846,11.489,7416
870146,3042292,12.340999,9078
213285,5688678,11.8786,8181
550612,1586247,12.3984,9204
959275,2754107,11.942,8303
143380,5821784,12.254,8919
1030894,3189795,11.4159,7276
449766,297042,11.4369,7306
581505,4180327,12.0395,8504
1057581,3667438,12.2187,8858
562428,598204,12.2994,9016
105222,5533294,12.1283,8649
959995,2929613,11.7507,7907
924255,3850168,12.0147,8462
881137,4912781,11.6736,7758
785535,4382177,11.6072,7641
1075119,6317136,12.099999,8599
1055551,3585232,11.9977,8422
1030783,2334005,12.322,9051
1173855,8078477,12.281,8980
942171,3878604,12.2308,8887
287518,6320380,12.1917,8792
958333,2439522,12.0149,8463
951606,1971796,11.5284,7498
1036974,3814132,11.7329,7872
994696,3992112,11.688298,7792
1001901,6099905,11.8756,8176
1138742,2660109,12.0173,8469
447100,1056433,12.1439,8681
205671,3766691,11.4335,7300
937824,18471,12.1069,8614
619517,907293,11.462899,7364
899707,896550,11.6456,7706
974575,4364089,12.236,8896
548463,5923204,11.79,7983
1141191,2424371,12.2636,8945
1040632,3155830,12.29,8997
70648,6468555,11.4971,7430
1137788,2752179,11.5751,7592
959625,2628033,11.4386,7313
779489,4854665,11.7288,7864
443471,824569,12.3699,9137
461459,6673381,12.044,8513
927381,4421244,11.4244,7288
977982,5169930,11.995299,8416
441031,1950667,11.6409,7697
1137848,2746070,12.322,9050
441514,6086976,11.7968,8003
1002779,1515621,11.6208,7662
1059548,4967991,11.6929,7799
651978,6057546,11.4796,7399
656206,4247564,12.2171,8855
1149912,1602044,11.8158,8053
298625,1842006,11.6862,7784
1052270,4619637,11.8533,8128
887701,4222802,11.9457,8311
982519,3594095,11.9141,8257
516560,6877815,11.8582,8142
972170,4628423,12.05,8524
214256,5903112,12.1505,8695
1032909,3279464,12.1145,8627
619736,7393469,12.3267,9057
783762,3182198,12.392799,9191
1054586,5205738,11.8229,8070
868164,2322587,11.4374,7308
722414,1109643,12.2234,8873
1003033,3985829,12.0446,8516
429671,1159077,11.9734,8373
448182,4836692,12.3701,9140
422878,880520,11.6697,7751
1056947,2433847,11.5296,7499
1055799,5078893,12.3069,9024
390397,7014011,11.7474,7902
1054684,5095649,11.836999,8092
470100,6754401,12.3684,9136
1147746,1805209,11.9693,8364
1035643,5355477,11.926299,8280
722312,2185060,11.8178,8057
968442,2890612,11.9796,8385
450096,1359455,12.2025,8818
990499,3370968,11.9863,8395
938891,3937442,12.078,8569
1038756,6089613,11.7734,7951
279970,2612339,11.6369,7692
446558,1356949,12.3615,9124
968291,1844194,12.1928,8793
1053621,4370615,12.1423,8677
1055021,2651473,11.4779,7396
540489,716742,11.8987,8225
406325,1615911,11.5479,7537
318384,1717336,12.2759,8972
1038291,2586215,11.4094,7263
1003091,3772902,12.1171,8630
213920,1962663,11.9894,8402
992018,4230238,11.5717,7587
1032685,394810,11.8172,8056
143937,5075418,11.4379,7311
650353,5081710,11.9814,8390
1031900,5393976,12.1687,8734
1053357,3434671,11.602199,7634
213678,227465,12.372399,9144
71278,5791541,11.8517,8125
1035640,4724077,11.5444,7526
996240,6111755,11.6379,7693
726449,5243206,11.5849,7606
287050,4281798,11.523,7484
1176589,6899132,12.0799,8572
470121,1279739,12.2747,8969
1032087,3413706,11.9907,8404
918260,2457852,12.1093,8617
969159,3898958,12.198,8806
1143977,2153697,11.7325,7870
918920,3545930,11.9555,8329
1026408,3376577,12.2662,8950
971674,4486259,12.3297,9060
619557,4252520,11.8964,8220
143868,3931395,12.1963,8803
297998,6355524,11.8039,8015
826397,2708937,12.3075,9028
837997,1288020,11.4312,7297
709420,1974795,12.3869,9176
999163,4414175,11.6768,7764
293487,2929788,12.1583,8715
500506,7413382,11.7622,7928
448461,7684229,12.2096,8834
1057027,3110256,11.5278,7495
433421,6051286,11.6632,7736
535998,1698408,11.7998,8007
1077718,2731312,11.4112,7266
410532,8211739,11.4896,7418
226796,1797163,11.518,7473
1028626,2566831,11.5989,7627
1003234,4746810,12.0935,8589
881090,2517031,11.7917,7990
1138464,2688101,11.4606,7356
804069,2952089,11.7088,7834
1042414,2817750,12.0,8427
448784,896863,11.3954,7240
968935,4288321,11.882799,8193
461476,6035146,11.562,7567
1053224,3308604,12.2276,8879
200531,4741849,11.3942,7238
403894,680126,11.5187,7476
919087,2768115,12.3857,9174
923738,3362745,11.5572,7559
300100,5525468,12.1987,8808
415131,4432739,11.399,7247
1047908,3942865,11.9165,8261
1034695,3312550,11.6942,7803
842890,5400596,12.2296,8882
1048093,3925042,11.7214,7852
939366,6133498,11.862899,8156
1034564,2385442,11.5046,7446
1042499,4606399,12.0448,8517
1039988,3410245,12.2093,8832
922588,4866214,11.8486,8120
298555,1257801,11.4915,7420
213656,5510182,11.841499,8102
1040697,2797837,12.367499,9133
143679,2566348,11.7699,7939
143837,6296017,11.6079,7642
1004318,2292542,11.8015,8011
293030,1067282,12.268,8956
1054244,1037784,11.4744,7391
1033044,2488480,11.6536,7721
1035608,3684163,12.2575,8935
115696,5022773,11.776499,7955
549688,1435531,11.623,7669
1029844,4203489,12.357,9108
157706,5818600,11.61,7645
1041720,2459832,11.9073,8244
1068987,3236737,11.7293,7865
144240,5551936,11.6704,7753
1056365,3092388,11.6998,7822
968698,4582164,11.584,7605
925906,2333675,11.5458,7531
334780,5637605,11.7775,7959
618733,2055140,11.542199,7523
618763,3848052,12.0235,8478
968651,3937867,12.0366,8498
432614,1010778,12.1654,8726
1053711,2906299,11.4813,7402
1032394,3597367,11.4577,7352
968596,2238943,11.4927,7424
1048394,2601533,11.8118,8039
1138653,2669389,12.0342,8492
939328,4676100,12.2012,8813
7141,757781,12.393,9192
337400,3247339,12.0261,8481
879497,4414709,12.3262,9056
213214,198444,11.9781,8377
415182,8463926,11.9683,8361
539863,4284292,12.2851,8987
636431,800615,11.652799,7718
549577,591294,11.7555,7911
307295,5486575,11.4007,7253
974697,2642974,12.3139,9041
279560,1741296,11.656199,7728
1169473,4496141,11.9858,8394
608384,202981,12.3854,9171
802807,4713560,11.6988,7820
1031365,3465303,11.465,7372
18032,6300011,12.3924,9188
336996,5015832,11.7936,7995
432577,1129729,11.7766,7956
1031477,3061772,12.285,8986
1037215,5323929,11.9433,8307
879497,4414708,11.5259,7490
957515,2425906,11.6006,7630
1050430,3937926,11.6865,7785
957763,1634876,11.5515,7545
916240,3733263,12.296,9009
1030604,3267364,12.0959,8594
416784,668407,11.5554,7553
935335,1183054,12.104,8605
938990,5202835,11.5688,7578
619105,833646,12.0755,8563
1057141,5237234,11.811499,8038
1002701,4277190,11.7224,7855
1002423,4632836,11.3905,7231
1035297,4721851,11.9367,8293
548504,1214240,12.2663,8951
1026745,4253009,12.1664,8728
831670,4467494,11.9002,8229
956418,3743824,12.2831,8984
551135,6875390,12.1761,8753
1034028,4489358,11.4481,7330
280606,6474410,11.7622,7927
336157,4718719,11.7944,7999
1055216,4739093,11.5689,7580
4773,6420733,11.4566,7348
1042551,3796897,12.175599,8752
74148,5853184,12.3285,9059
550150,6370646,12.0556,8529
915959,3581357,11.8308,8079
1138153,2718873,11.6936,7800
831642,130897,11.3682,7205
986517,3655070,12.3908,9183
1033689,3026773,11.6975,7817
448547,2117419,12.1279,8648
1177169,6615996,12.151,8697
1054153,3313883,12.307,9025
1074802,2620604,11.5563,7556
402797,7190442,11.7367,7884
1030462,4495897,11.489499,7417
166133,3466142,12.2129,8845
142306,2777647,11.8353,8089
321021,1555764,11.6183,7655
1024825,5269165,11.8945,8219
10873,274396,11.838,8093
939627,2293082,11.608799,7643
5298,297032,12.1504,8694
595695,4433925,11.8041,8017
448568,4435776,12.1068,8613
1026787,2272716,12.0608,8545
998780,4913714,12.2197,8860
838037,3869785,11.7507,7908
1141071,2436627,11.8662,8159
461214,4648344,11.85,8123
918031,4489902,11.7595,7921
928147,4478100,11.6273,7674
1029817,4638761,11.7102,7837
318985,1846287,11.8538,8131
1053529,3532198,12.0776,8567
998661,5351322,12.019199,8473
1147021,1871681,11.9564,8332
175548,6386302,11.8533,8129
619028,5367141,11.793699,7996
1169240,4727007,11.6497,7712
880320,5092602,11.7308,7867
433407,1143385,11.4688,7377
416153,6901431,11.5341,7507
1056581,5204858,11.9516,8318
26452,5486039,11.42,7280
968323,4485593,11.9873,8400
213037,6604710,11.6645,7742
284529,1069350,12.1966,8804
1031417,4454645,12.2388,8902
75222,5263520,12.3609,9122
1026494,3958605,12.2568,8933
200711,5324039,11.9974,8421
1038669,6299351,12.3554,9105
470047,956091,12.0031,8434
748992,1662275,12.288,8992
951613,5100558,12.023,8477
917086,5134328,12.3748,9148
932522,3534045,12.2702,8961
1137225,2806674,12.1973,8805
340801,6002516,11.681099,7774
941535,2869271,11.7174,7847
1027476,3664696,11.672,7757
470051,1210992,12.2927,9004
145143,6605501,12.0722,8560
1032403,4468259,11.815,8049
1142132,2335564,12.138,8671
143309,1761583,11.4583,7353
1029778,3707983,12.0637,8551
505686,1252078,11.53,7500
1078099,4151889,12.2046,8824
1154606,1145275,11.6824,7778
937878,2269388,12.2225,8871
334673,3693441,12.3137,9037
489597,3002501,11.5137,7461
1034875,4447231,12.2965,9010
1137146,2813615,12.0716,8559
937020,3030840,11.789099,7979
847118,4852054,11.401,7254
651259,1430351,12.1179,8631
466103,1785712,11.3849,7222
1031239,2666011,11.585399,7608
1055183,3225035,11.6152,7651
1138662,2668600,11.9233,8275
1002222,2594054,11.5119,7456
950166,3995100,11.6996,7821
402802,895228,11.9845,8393
1037206,3479855,11.697,7815
1138704,2664326,11.8588,8146
1053802,5066814,11.4745,7392
1054056,3763942,11.9551,8326
1057362,4373098,12.1674,8731
298810,3329035,11.800499,8008
335984,3191596,12.3556,9106
298461,1391356,12.3128,9035
870574,4076179,12.1744,8751
489043,5017779,12.1914,8790
1054560,2893450,11.7952,8001
483186,7286534,11.818699,8061
641922,5218420,12.1502,8693
172160,3216279,11.6346,7685
664121,4300177,12.0139,8460
1030871,3031516,11.491,7419
778639,5114199,11.6795,7769
175463,5675581,12.3918,9186
749040,8456312,12.358,9109
879212,5289754,11.8797,8187
1035901,3075264,11.5039,7443
433168,1762983,11.3869,7227
1033687,4950035,11.8032,8013
1072614,2513598,11.9047,8239
644229,2092843,11.7357,7882
286941,5832667,11.484699,7410
750734,393599,12.202599,8819
461504,218993,11.879,8183
956967,3916007,11.5396,7516
450145,3802947,11.8547,8133
1030744,5393023,11.3838,7218
334457,6148563,12.2009,8812
1034423,2244409,11.981,8389
1032954,4844154,11.7913,7989
525079,498981,12.378,9157
1055652,2264068,11.8853,8200
302486,5519757,11.6897,7796
516717,1342575,11.7973,8004
1039847,4550871,11.592,7620
651966,2000097,12.1712,8743
900507,2853823,11.4819,7403
834776,4341290,11.7408,7889
1030887,3833619,11.619399,7658
650963,1898694,12.1799,8767
964479,2734579,12.314799,9043
269650,2757409,12.3865,9175
787420,4258765,11.5203,7479
1037889,3011877,12.2379,8899
958399,4410160,12.3666,9131
341582,6426358,11.612897,7648
448576,1181817,11.7817,7966
619104,6853313,12.1095,8618
406312,6628223,11.6344,7684
925847,3473689,11.9655,8354
1037023,69152,12.3704,9142
431916,6049479,12.0309,8483
461271,2870265,11.8514,8124
1032269,3608765,11.9565,8333
1027315,2324558,11.4714,7383
1075594,517350,12.0568,8534
1042209,2887376,11.8867,8203
988167,2417165,12.3833,9167
213455,5634578,11.902599,8235
1023787,4367298,12.2129,8844
18015,4327765,11.832398,8081
1034115,5382054,12.2494,8912
591024,3773899,11.3985,7244
246081,337718,11.734,7877
652933,5687988,11.5674,7576
1051760,3139140,12.3243,9052
1021253,3830323,11.7572,7915
1033194,4338498,11.7768,7958
1058373,4382390,11.426,7290
470081,5885200,12.0569,8535
1053292,4226939,12.354399,9103
441422,3279149,11.9995,8426
405039,518495,12.2161,8853
992335,4984117,11.940598,8299
1027661,3774232,11.7359,7883
279143,6431972,12.0128,8454
992298,4086974,11.5739,7591
450077,3091655,11.9255,8277
97327,1348045,11.9754,8374
551069,1910948,11.7902,7984
446603,3804048,12.1673,8730
1059206,5052024,12.2406,8905
885492,3093240,12.195199,8801
1033972,4795077,12.3454,9086
204423,6632810,11.9386,8295
196958,2397836,11.571399,7585
1031277,4762007,11.4405,7318
493016,6277494,12.1911,8788
958025,2952819,11.9565,8334
541374,573967,12.1575,8714
1048118,3223672,11.571,7583
517223,7882991,11.467,7375
541265,776124,11.4228,7286
998749,2319052,11.484,7408
831822,2585863,11.6478,7710
835567,6145254,11.462999,7365
540789,1662785,12.1788,8761
1039037,3030490,11.6698,7752
1057220,5154693,11.946399,8314
1054082,5352331,11.4279,7294
7523,2317829,11.571499,7586
492560,6541446,12.1218,8637
432944,3357322,12.3501,9098
1027219,3508917,12.2684,8957
48065,7098610,11.9121,8253
1038980,3370118,12.1834,8770
1034920,4037506,12.3399,9075
831070,2779582,11.7432,7893
1054130,3462855,12.2353,8894
1032406,5434034,12.1774,8757
38687,2270776,12.1229,8639
997012,5163448,11.9012,8231
652071,573939,11.47,7380
665174,7576850,11.3866,7226
213234,1244590,12.1407,8675
597047,1296137,11.4982,7433
1048309,3965369,11.9583,8339
619530,6040684,11.8943,8218
968862,4622598,12.396,9200
449724,6071262,12.2375,8898
